From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2015-12-01 00:00:00,2015-12-01 01:00:00,52.97,160.98,,32.87,31.3,21.33,21.37,0.08,75.71,,,,,,20.02,37.52,0.98,,18.07,751.4,0.17
2015-12-01 01:00:00,2015-12-01 02:00:00,50.1,169.15,,50.47,47.08,19.43,13.53,0.24,77.39,,,,,,19.45,39.96,1.07,,17.91,751.55,0.16
2015-12-01 02:00:00,2015-12-01 03:00:00,53.32,181.7,,20.5,22.5,20.38,13.43,0.6,81.67,,,,,,19.08,40.99,1.1,,18.21,751.55,0.16
2015-12-01 03:00:00,2015-12-01 04:00:00,55.84,185.1,,62.8,56.57,18.38,8.58,0.56,77.72,,,,,,18.65,42.07,0.87,,18.04,751.52,0.16
2015-12-01 04:00:00,2015-12-01 05:00:00,65.57,201.0,,4.9,9.13,22.75,3.02,0.76,78.67,,,,,,18.55,40.58,1.04,,18.3,751.57,0.16
2015-12-01 05:00:00,2015-12-01 06:00:00,58.1,197.82,,61.72,54.95,19.5,4.45,0.58,68.6,,,,,,18.26,39.07,0.88,,18.15,751.52,0.16
2015-12-01 06:00:00,2015-12-01 07:00:00,57.01,185.98,,23.97,22.68,18.5,0.49,0.93,55.46,,,,,,17.57,40.31,0.88,,18.15,751.15,0.16
2015-12-01 07:00:00,2015-12-01 08:00:00,63.65,198.77,,45.05,39.82,18.17,2.79,0.74,45.57,,,,,,17.5,40.35,0.95,,31.0,750.55,0.16
2015-12-01 08:00:00,2015-12-01 09:00:00,66.47,204.52,,25.23,27.08,20.25,0.95,1.16,50.18,,0.38,,,,18.46,38.62,1.07,,83.5,750.35,0.16
2015-12-01 09:00:00,2015-12-01 10:00:00,68.23,237.08,,25.85,25.53,18.4,2.98,0.94,50.56,,0.54,,,,19.71,37.1,0.93,,257.54,750.78,0.18
2015-12-01 10:00:00,2015-12-01 11:00:00,63.21,237.33,,57.3,52.15,19.9,1.49,0.72,26.64,,0.99,,,,21.41,34.76,0.91,,414.45,751.92,0.18
2015-12-01 11:00:00,2015-12-01 12:00:00,74.61,232.45,,18.48,17.92,21.1,5.77,0.62,33.78,,0.57,,,,23.46,31.81,0.88,,510.3,753.1,0.18
2015-12-01 12:00:00,2015-12-01 13:00:00,66.97,217.67,,60.3,48.92,18.9,6.49,0.42,38.47,,0.49,,,,24.76,29.52,1.07,,501.03,754.33,0.18
2015-12-01 13:00:00,2015-12-01 14:00:00,59.03,201.03,,17.78,16.17,19.6,6.67,0.34,62.43,,0.52,,,,25.66,27.84,0.89,,538.06,755.25,0.18
2015-12-01 14:00:00,2015-12-01 15:00:00,56.81,176.17,,46.33,38.65,20.48,9.54,0.47,72.06,,0.56,,,,26.02,26.64,0.92,,466.47,756.05,0.18
2015-12-01 15:00:00,2015-12-01 16:00:00,45.36,166.97,,34.37,29.67,20.2,6.55,0.31,108.18,,,,,,26.26,25.56,0.76,,376.38,756.23,0.18
2015-12-01 16:00:00,2015-12-01 17:00:00,42.81,147.2,,23.1,20.55,18.75,12.55,0.49,98.17,,0.23,,,,25.85,24.08,1.07,,203.91,755.62,0.18
2015-12-01 17:00:00,2015-12-01 18:00:00,38.26,131.85,,61.23,49.3,19.77,9.51,0.61,80.03,,0.49,,,,24.47,25.54,0.76,,37.17,754.25,0.18
2015-12-01 18:00:00,2015-12-01 19:00:00,40.48,156.03,,25.3,21.95,21.57,11.73,1.41,36.37,,0.32,,,,23.24,27.55,0.8,,18.13,752.73,0.18
2015-12-01 19:00:00,2015-12-01 20:00:00,54.4,180.65,,85.45,68.32,17.95,8.93,0.65,76.48,,,,,,23.0,27.26,0.99,,17.77,752.35,0.17
2015-12-01 20:00:00,2015-12-01 21:00:00,50.7,163.65,,25.1,21.45,20.82,2.49,0.55,79.0,0.21,0.68,,,,22.55,28.33,1.1,,17.82,752.15,0.17
2015-12-01 21:00:00,2015-12-01 22:00:00,45.29,146.13,,63.25,51.98,19.53,2.91,0.34,72.43,,,,,,21.77,30.87,1.11,,17.84,751.85,0.17
2015-12-01 22:00:00,2015-12-01 23:00:00,45.1,150.05,,37.45,31.18,22.45,0.18,0.87,67.89,,,,,,20.96,32.61,0.9,,17.86,751.45,0.17
2015-12-01 23:00:00,2015-12-02 00:00:00,52.41,148.83,,30.97,33.9,20.5,3.98,0.56,74.63,,,,,,20.45,34.21,0.99,320.71,18.0,751.43,0.17
2015-12-02 00:00:00,2015-12-02 01:00:00,54.49,156.58,24.02,67.5,54.0,20.03,12.2,0.46,76.84,,,,,,19.8,,0.71,,17.82,751.5,0.17
2015-12-02 01:00:00,2015-12-02 02:00:00,48.67,157.28,12.05,24.43,21.75,20.2,13.39,0.33,78.16,,,,,,19.55,,0.58,,18.22,751.45,0.17
2015-12-02 02:00:00,2015-12-02 03:00:00,53.67,160.9,26.65,71.02,58.48,18.2,15.56,0.33,76.66,,,,,,18.74,,0.5,,17.94,751.57,0.16
2015-12-02 03:00:00,2015-12-02 04:00:00,57.76,158.27,9.35,16.6,15.62,19.5,13.6,0.38,56.74,,,,,,17.28,,0.11,,18.49,750.82,0.16
2015-12-02 04:00:00,2015-12-02 05:00:00,65.92,164.7,24.58,68.95,55.4,17.22,15.34,0.4,17.11,,,,,,16.02,,0.37,,18.45,750.4,0.16
2015-12-02 05:00:00,2015-12-02 06:00:00,59.0,179.35,12.57,29.3,25.0,20.35,10.26,0.59,10.34,,,,,,15.68,,0.1,,18.69,749.8,0.16
2015-12-02 06:00:00,2015-12-02 07:00:00,66.02,175.25,16.13,37.07,31.68,20.4,13.61,0.88,6.97,,,,,,15.57,,0.03,,18.65,749.32,0.16
2015-12-02 07:00:00,2015-12-02 08:00:00,76.62,197.0,14.15,29.8,26.35,20.3,8.12,1.64,4.85,0.29,0.66,,,,15.71,,0.05,,31.57,748.75,0.15
2015-12-02 08:00:00,2015-12-02 09:00:00,104.21,293.27,14.95,26.48,25.4,18.65,0.02,1.97,7.42,0.47,1.73,,,,18.18,,0.1,,84.63,748.8,0.16
2015-12-02 09:00:00,2015-12-02 10:00:00,115.08,351.28,22.42,63.55,51.15,19.43,6.52,0.53,31.93,0.3,1.19,,,,20.31,,0.26,,256.83,750.18,0.17
2015-12-02 10:00:00,2015-12-02 11:00:00,64.87,162.6,5.6,5.17,5.28,21.33,5.35,1.13,20.87,0.22,0.89,,,,21.99,,0.51,,423.23,752.12,0.18
2015-12-02 11:00:00,2015-12-02 12:00:00,,5.0,30.1,6.47,35.13,3.03,2.06,0.7,37.82,0.17,0.55,,,,23.47,,0.38,,507.04,753.18,0.18
2015-12-02 12:00:00,2015-12-02 13:00:00,,5.0,31.03,4.3,27.3,3.1,0.12,0.96,57.25,,,,,,24.61,,0.65,,520.54,753.9,0.18
2015-12-02 13:00:00,2015-12-02 14:00:00,97.66,5.0,5.68,15.6,16.5,42.02,3.94,0.55,54.72,,0.55,,,,25.37,,1.21,,535.76,754.53,0.18
2015-12-02 14:00:00,2015-12-02 15:00:00,13.71,5.0,21.72,63.45,53.38,10.73,5.86,0.34,42.11,,,,,,25.97,,0.9,,477.0,755.12,0.18
2015-12-02 15:00:00,2015-12-02 16:00:00,477.26,123.2,11.87,30.2,27.15,10.55,16.84,0.26,42.95,,0.26,,,,25.97,,1.2,,367.77,754.95,0.18
2015-12-02 16:00:00,2015-12-02 17:00:00,146.69,137.2,15.2,39.68,34.67,8.85,10.87,5.41,27.81,,,,,,25.58,,0.9,,198.98,754.45,0.18
2015-12-02 17:00:00,2015-12-02 18:00:00,202.18,200.73,28.22,27.28,38.82,10.65,9.1,0.93,58.03,,0.29,,,,24.13,,0.43,,39.23,752.85,0.18
2015-12-02 18:00:00,2015-12-02 19:00:00,159.42,259.13,29.05,24.88,37.65,15.0,9.08,1.14,35.87,0.07,0.37,0.05,,,22.69,,0.28,,18.1,750.97,0.11
2015-12-02 19:00:00,2015-12-02 20:00:00,124.69,295.0,39.2,35.23,52.43,20.9,2.47,1.02,23.08,0.47,1.98,0.31,,,22.19,,0.45,,18.05,750.07,0.04
2015-12-02 20:00:00,2015-12-02 21:00:00,103.33,281.93,27.05,17.52,32.37,20.15,8.02,0.7,30.53,0.25,0.75,,,,21.95,,0.68,,18.16,750.0,0.04
2015-12-02 21:00:00,2015-12-02 22:00:00,91.32,248.58,47.32,37.7,60.0,20.02,3.7,0.47,31.62,,1.08,,,,21.56,,0.69,,17.81,749.82,0.04
2015-12-02 22:00:00,2015-12-02 23:00:00,83.14,249.97,17.35,17.1,23.72,20.78,3.14,0.62,19.57,,0.16,,,,20.5,,0.53,,18.15,749.48,0.04
2015-12-02 23:00:00,2015-12-03 00:00:00,85.03,252.95,52.33,49.03,57.1,19.95,3.57,0.32,20.57,,0.63,,,,19.1,33.09,0.32,18.75,18.24,748.88,0.03
2015-12-03 00:00:00,2015-12-03 01:00:00,77.26,265.78,21.73,,,21.5,0.91,0.25,37.68,,0.53,,,,18.4,33.81,0.41,261.31,18.32,748.75,0.03
2015-12-03 01:00:00,2015-12-03 02:00:00,70.16,277.8,36.38,,,21.33,2.97,0.3,47.07,,0.07,,,,17.59,35.39,0.37,253.11,18.45,748.77,0.03
2015-12-03 02:00:00,2015-12-03 03:00:00,65.49,268.38,37.3,,,19.67,0.78,0.38,49.86,,0.48,,,,16.87,36.73,0.37,91.36,18.37,748.67,0.03
2015-12-03 03:00:00,2015-12-03 04:00:00,64.51,254.15,28.05,,,20.0,6.45,0.54,50.3,,,,,,16.5,37.52,0.38,179.08,18.62,748.5,0.03
2015-12-03 04:00:00,2015-12-03 05:00:00,64.69,247.2,40.72,,,21.0,10.16,0.62,47.8,,,,,,16.54,37.42,0.48,182.87,18.36,748.8,0.03
2015-12-03 05:00:00,2015-12-03 06:00:00,64.31,260.28,20.62,,,20.58,10.37,0.76,45.8,,,,,,16.03,39.28,0.46,10.48,18.58,748.82,0.03
2015-12-03 06:00:00,2015-12-03 07:00:00,67.47,265.7,35.85,,,19.35,7.67,0.7,28.84,,,,,,15.34,40.69,0.42,97.19,18.42,748.25,0.02
2015-12-03 07:00:00,2015-12-03 08:00:00,71.36,309.67,19.08,,,19.32,4.97,1.18,17.86,,0.11,,,,15.35,41.79,0.48,265.89,30.81,747.57,0.02
2015-12-03 08:00:00,2015-12-03 09:00:00,81.57,341.2,33.53,,,19.03,2.89,1.08,27.97,0.04,0.46,,,,16.89,39.83,0.59,94.19,80.31,747.62,0.03
2015-12-03 09:00:00,2015-12-03 10:00:00,89.73,364.25,33.15,,,19.43,1.21,1.01,31.82,0.29,1.01,,,,18.64,36.99,0.63,27.53,263.33,748.57,0.04
2015-12-03 10:00:00,2015-12-03 11:00:00,100.55,308.65,21.6,,,23.0,1.78,0.71,19.35,0.54,0.88,0.32,,,20.41,35.65,0.84,61.28,443.58,750.4,0.05
2015-12-03 11:00:00,2015-12-03 12:00:00,112.26,311.03,43.42,,,19.47,1.87,0.79,30.06,5.04,7.26,,,,22.11,32.71,0.7,104.87,538.27,751.8,0.05
2015-12-03 12:00:00,2015-12-03 13:00:00,116.56,168.25,20.05,,,22.2,8.74,0.34,49.26,1.74,2.29,,,,22.88,30.34,0.62,187.33,518.1,752.45,0.05
2015-12-03 13:00:00,2015-12-03 14:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-03 14:00:00,2015-12-03 15:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-03 15:00:00,2015-12-03 16:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-03 16:00:00,2015-12-03 17:00:00,97.68,169.45,24.95,27.5,31.85,20.82,2.38,0.63,62.58,,0.27,,,,24.59,26.53,0.87,311.76,204.04,753.72,0.05
2015-12-03 17:00:00,2015-12-03 18:00:00,95.8,171.17,27.07,35.28,38.15,19.0,3.17,0.76,55.91,0.01,0.02,,,,23.22,28.28,0.56,308.05,39.22,752.35,0.05
2015-12-03 18:00:00,2015-12-03 19:00:00,91.14,201.67,43.83,57.08,62.4,18.85,1.72,1.88,14.16,0.49,1.09,,,,21.0,31.91,0.07,260.62,18.03,750.55,0.03
2015-12-03 19:00:00,2015-12-03 20:00:00,90.79,265.43,22.7,24.42,28.75,18.78,4.32,5.16,3.96,0.43,2.42,0.38,,,19.62,34.43,0.04,264.94,18.51,749.72,0.03
2015-12-03 20:00:00,2015-12-03 21:00:00,99.38,401.72,41.35,42.17,52.28,20.62,0.05,5.13,4.28,0.7,3.39,0.29,,,18.91,36.27,0.04,214.74,18.41,749.5,0.03
2015-12-03 21:00:00,2015-12-03 22:00:00,116.95,448.85,26.4,28.2,33.45,19.1,7.08,7.01,4.41,0.5,3.81,0.75,,,17.97,39.43,0.07,118.1,18.49,749.25,0.02
2015-12-03 22:00:00,2015-12-03 23:00:00,136.58,535.5,39.88,38.42,49.55,19.52,8.51,4.2,4.58,,,0.96,,,16.99,41.77,0.03,218.8,18.48,748.9,0.02
2015-12-03 23:00:00,2015-12-04 00:00:00,140.83,565.83,22.98,24.43,29.08,20.57,3.56,4.37,5.92,0.51,3.95,0.72,,1.08,16.41,43.75,0.03,99.76,18.69,749.05,0.02
2015-12-04 00:00:00,2015-12-04 01:00:00,146.16,647.4,30.82,29.8,37.83,20.15,0.05,2.23,4.77,0.52,4.06,1.14,,,15.95,45.14,0.03,150.44,18.66,749.2,0.03
2015-12-04 01:00:00,2015-12-04 02:00:00,147.73,592.85,33.85,34.15,42.4,21.18,0.05,0.3,5.0,0.87,6.01,0.72,,,15.4,46.81,0.04,102.7,18.66,749.28,0.02
2015-12-04 02:00:00,2015-12-04 03:00:00,133.11,503.4,25.53,20.28,28.73,20.9,0.05,0.25,4.26,0.46,1.78,0.61,,,14.87,48.77,0.03,158.16,18.82,749.35,0.03
2015-12-04 03:00:00,2015-12-04 04:00:00,115.77,436.8,37.33,37.27,46.82,19.9,0.5,0.41,4.25,0.44,1.56,0.52,,,14.45,48.22,0.04,112.27,18.72,749.35,0.02
2015-12-04 04:00:00,2015-12-04 05:00:00,101.76,347.2,18.88,19.47,22.82,20.67,0.05,0.42,4.5,0.39,1.55,0.28,,,14.14,48.4,0.04,54.24,18.83,749.38,0.02
2015-12-04 05:00:00,2015-12-04 06:00:00,95.93,340.37,34.52,37.53,44.85,20.1,0.37,0.97,3.78,0.41,1.13,0.36,,,13.57,49.45,0.04,105.12,18.82,749.12,0.02
2015-12-04 06:00:00,2015-12-04 07:00:00,99.79,346.0,16.53,20.68,21.67,19.42,0.05,1.42,4.21,0.39,1.44,,,,13.46,50.42,0.08,112.03,18.98,748.68,0.02
2015-12-04 07:00:00,2015-12-04 08:00:00,115.47,359.78,27.72,30.88,35.7,18.9,1.91,1.87,4.31,0.42,2.1,0.48,,,13.55,50.54,0.07,76.78,31.35,748.28,0.02
2015-12-04 08:00:00,2015-12-04 09:00:00,138.53,460.3,31.7,34.55,40.77,21.08,0.05,1.92,4.14,0.51,2.28,0.53,,,16.3,42.92,0.24,77.08,75.12,748.7,0.03
2015-12-04 09:00:00,2015-12-04 10:00:00,154.81,547.62,21.35,20.4,25.28,22.1,0.36,0.82,6.81,0.54,1.63,0.49,,,18.64,36.74,0.43,91.52,270.53,750.43,0.04
2015-12-04 10:00:00,2015-12-04 11:00:00,176.12,480.45,21.03,72.75,52.37,19.38,1.71,0.22,11.59,0.4,0.95,0.39,,,21.05,32.4,0.64,142.56,453.22,752.85,0.05
2015-12-04 11:00:00,2015-12-04 12:00:00,175.36,194.9,11.57,31.85,29.0,19.15,10.04,0.61,26.0,0.35,0.64,0.24,,,23.01,29.72,0.74,160.87,549.99,754.25,0.05
2015-12-04 12:00:00,2015-12-04 13:00:00,94.59,506.02,27.27,101.77,84.43,18.9,18.89,0.41,29.4,,,,,,24.65,26.94,0.53,146.21,527.06,755.38,0.05
2015-12-04 13:00:00,2015-12-04 14:00:00,65.92,318.17,16.17,63.28,54.72,17.7,13.32,0.73,40.04,0.31,0.92,,,,25.81,25.04,0.49,152.42,539.97,756.28,0.05
2015-12-04 14:00:00,2015-12-04 15:00:00,66.98,256.6,19.0,63.5,56.47,20.1,12.36,0.38,96.66,,0.73,,,,26.56,23.91,0.54,212.49,478.31,756.85,0.05
2015-12-04 15:00:00,2015-12-04 16:00:00,65.56,228.05,19.95,70.73,62.3,19.9,8.26,0.99,81.93,,0.74,,,,27.1,22.27,0.62,154.6,362.3,756.85,0.05
2015-12-04 16:00:00,2015-12-04 17:00:00,60.83,210.3,15.18,49.87,46.02,21.1,12.13,0.8,40.94,,0.74,,,,26.79,21.88,0.56,166.68,202.22,756.25,0.05
2015-12-04 17:00:00,2015-12-04 18:00:00,54.25,194.25,23.9,85.15,73.35,20.17,10.31,1.64,5.16,,0.9,,,,24.16,25.48,0.06,203.24,36.85,753.92,0.04
2015-12-04 18:00:00,2015-12-04 19:00:00,56.07,217.7,15.4,47.75,44.62,20.45,10.3,5.55,4.64,0.5,3.8,0.53,,,20.48,33.97,0.06,239.86,18.06,751.85,0.04
2015-12-04 19:00:00,2015-12-04 20:00:00,71.21,418.02,28.4,99.1,84.17,20.32,14.9,4.82,4.59,,,2.66,,,19.38,36.79,0.03,276.8,18.22,751.0,0.03
2015-12-04 20:00:00,2015-12-04 21:00:00,92.7,491.7,15.58,45.6,43.2,21.55,0.05,2.54,4.61,2.05,18.16,2.98,,,18.24,38.85,0.03,247.45,18.56,750.38,0.03
2015-12-04 21:00:00,2015-12-04 22:00:00,104.89,482.3,24.05,83.15,70.08,19.18,1.22,4.11,4.3,,,3.01,,,18.05,39.14,0.04,248.38,18.56,750.12,0.02
2015-12-04 22:00:00,2015-12-04 23:00:00,116.29,467.67,19.3,61.8,55.9,21.72,0.05,5.14,5.97,2.11,16.47,2.96,,,17.19,42.14,0.04,210.07,18.59,749.9,0.03
2015-12-04 23:00:00,2015-12-05 00:00:00,145.57,579.68,16.05,50.28,45.77,21.22,11.61,8.61,4.43,3.81,23.42,4.11,,,16.71,44.78,0.04,151.93,18.56,750.02,0.02
2015-12-05 00:00:00,2015-12-05 01:00:00,175.14,750.55,25.1,89.5,76.57,19.97,0.05,3.13,3.98,4.39,24.32,4.43,,0.44,16.31,42.07,0.1,153.72,18.65,750.02,0.02
2015-12-05 01:00:00,2015-12-05 02:00:00,162.22,670.22,14.35,43.4,41.28,20.03,0.35,0.02,2.86,1.56,10.26,3.13,,0.68,15.63,37.76,0.08,208.11,18.8,750.07,0.02
2015-12-05 02:00:00,2015-12-05 03:00:00,126.06,488.95,25.72,84.27,74.35,19.57,0.12,0.23,3.02,,,1.51,,,15.09,39.56,0.04,256.87,18.74,750.07,0.02
2015-12-05 03:00:00,2015-12-05 04:00:00,96.2,345.77,15.15,46.35,44.0,21.25,2.35,0.88,3.59,0.51,3.59,0.61,,,14.61,41.7,0.04,227.0,18.92,750.2,0.02
2015-12-05 04:00:00,2015-12-05 05:00:00,85.25,282.13,21.78,70.65,62.95,20.4,1.83,0.93,4.13,,,0.72,,0.63,14.82,43.16,0.07,119.58,18.85,750.0,0.02
2015-12-05 05:00:00,2015-12-05 06:00:00,83.83,288.67,18.75,55.33,52.7,21.1,3.66,1.63,4.01,0.65,3.67,0.83,,,14.9,41.13,0.42,73.91,18.83,749.95,0.02
2015-12-05 06:00:00,2015-12-05 07:00:00,84.32,278.38,16.55,47.97,46.93,20.4,1.65,0.92,3.79,0.37,2.69,0.31,,0.64,14.81,37.48,0.4,124.29,18.88,749.35,0.02
2015-12-05 07:00:00,2015-12-05 08:00:00,77.57,269.65,18.35,58.15,54.75,20.57,3.52,0.64,4.58,0.37,2.36,,,,15.45,34.52,0.25,327.06,29.9,748.93,0.02
2015-12-05 08:00:00,2015-12-05 09:00:00,74.76,261.25,15.2,43.67,44.5,20.4,7.19,0.79,6.4,0.37,1.9,,,,17.69,32.28,0.44,36.26,69.57,749.08,0.04
2015-12-05 09:00:00,2015-12-05 10:00:00,76.38,274.07,21.5,73.78,65.48,18.98,6.98,0.78,14.77,0.39,1.68,0.33,,0.84,19.05,32.17,0.59,61.87,256.42,750.1,0.04
2015-12-05 10:00:00,2015-12-05 11:00:00,72.95,272.4,11.6,40.45,30.45,19.68,4.42,0.47,17.27,,1.2,,,,20.17,29.8,0.5,37.06,441.38,751.97,0.17
2015-12-05 11:00:00,2015-12-05 12:00:00,43.98,160.6,23.35,76.18,58.33,19.95,4.5,0.77,22.65,,1.19,0.31,,,22.78,26.25,0.38,102.73,530.6,753.43,0.18
2015-12-05 12:00:00,2015-12-05 13:00:00,29.51,232.35,17.67,65.53,48.15,20.03,4.71,0.46,37.03,,1.26,,,,24.1,23.91,0.35,110.63,529.13,754.65,0.18
2015-12-05 13:00:00,2015-12-05 14:00:00,22.25,206.85,18.38,59.85,45.8,20.52,3.2,0.38,48.66,,1.4,,,,25.49,22.66,0.44,106.97,541.27,755.7,0.18
2015-12-05 14:00:00,2015-12-05 15:00:00,18.63,178.58,17.18,61.72,45.85,20.38,4.27,0.28,73.41,,,,,,26.12,22.01,0.57,285.69,491.25,756.2,0.18
2015-12-05 15:00:00,2015-12-05 16:00:00,16.81,153.42,16.35,57.22,42.85,19.38,6.25,0.4,71.33,,0.65,,,,26.49,21.71,0.57,302.01,366.24,756.17,0.16
2015-12-05 16:00:00,2015-12-05 17:00:00,72.24,139.12,20.12,71.12,53.2,19.03,8.58,0.5,63.74,,,,,,26.03,22.68,0.43,313.23,196.68,755.37,0.03
2015-12-05 17:00:00,2015-12-05 18:00:00,206.33,215.7,15.3,55.38,40.95,18.97,10.34,1.65,21.51,,,,,,23.8,26.53,0.06,93.62,38.39,753.52,0.03
2015-12-05 18:00:00,2015-12-05 19:00:00,228.09,276.7,26.08,92.4,69.05,19.65,7.09,4.93,4.36,0.29,1.72,0.67,,,20.33,32.36,0.04,314.43,18.12,751.45,0.02
2015-12-05 19:00:00,2015-12-05 20:00:00,139.2,412.93,18.05,63.65,47.43,21.55,22.72,9.18,4.93,0.75,4.74,1.79,,,18.83,36.44,0.07,203.63,18.21,750.55,0.01
2015-12-05 20:00:00,2015-12-05 21:00:00,125.54,591.9,35.1,127.8,94.8,16.7,,10.6,4.41,,,1.74,,,18.13,37.68,,25.8,18.1,750.1,
2015-12-05 21:00:00,2015-12-05 22:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-05 22:00:00,2015-12-05 23:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-05 23:00:00,2015-12-06 00:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 00:00:00,2015-12-06 01:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 01:00:00,2015-12-06 02:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 02:00:00,2015-12-06 03:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 03:00:00,2015-12-06 04:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 04:00:00,2015-12-06 05:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 05:00:00,2015-12-06 06:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 06:00:00,2015-12-06 07:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 07:00:00,2015-12-06 08:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 08:00:00,2015-12-06 09:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 09:00:00,2015-12-06 10:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 10:00:00,2015-12-06 11:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 11:00:00,2015-12-06 12:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 12:00:00,2015-12-06 13:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 13:00:00,2015-12-06 14:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 14:00:00,2015-12-06 15:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 15:00:00,2015-12-06 16:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 16:00:00,2015-12-06 17:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 17:00:00,2015-12-06 18:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 18:00:00,2015-12-06 19:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 19:00:00,2015-12-06 20:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 20:00:00,2015-12-06 21:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 21:00:00,2015-12-06 22:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 22:00:00,2015-12-06 23:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-06 23:00:00,2015-12-07 00:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 00:00:00,2015-12-07 01:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 01:00:00,2015-12-07 02:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 02:00:00,2015-12-07 03:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 03:00:00,2015-12-07 04:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 04:00:00,2015-12-07 05:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 05:00:00,2015-12-07 06:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 06:00:00,2015-12-07 07:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 07:00:00,2015-12-07 08:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 08:00:00,2015-12-07 09:00:00,,,,,,,,,,,,,,,,,,,,,
2015-12-07 09:00:00,2015-12-07 10:00:00,77.71,224.9,15.85,64.03,49.53,22.65,4.96,0.64,9.97,,,,,,18.8,29.33,0.59,35.99,285.06,750.25,0.03
2015-12-07 10:00:00,2015-12-07 11:00:00,85.37,225.37,19.75,64.7,49.37,20.38,6.48,0.51,7.13,,1.41,,,,20.36,27.72,0.63,28.18,431.05,751.65,0.03
2015-12-07 11:00:00,2015-12-07 12:00:00,92.36,215.9,13.65,43.68,33.57,20.82,10.23,0.52,9.98,,1.2,,,,22.82,26.03,0.69,41.05,523.59,753.3,0.07
2015-12-07 12:00:00,2015-12-07 13:00:00,75.38,173.4,24.88,88.3,65.95,19.5,15.06,0.59,13.36,,,,,,25.89,23.53,0.59,21.17,521.92,754.45,0.18
2015-12-07 13:00:00,2015-12-07 14:00:00,45.19,99.8,19.95,65.75,50.15,18.97,19.23,0.51,19.43,,,,,,27.88,21.7,0.5,52.07,535.19,755.82,0.15
2015-12-07 14:00:00,2015-12-07 15:00:00,30.1,152.33,23.85,79.05,60.27,18.95,22.9,0.33,48.45,,0.57,0.57,,,28.93,21.35,0.64,162.16,470.97,756.35,0.03
2015-12-07 15:00:00,2015-12-07 16:00:00,22.55,155.08,14.55,39.15,31.67,18.57,26.0,0.57,54.02,,0.72,,,,29.25,20.98,0.57,297.63,347.76,756.35,0.03
2015-12-07 16:00:00,2015-12-07 17:00:00,31.4,160.8,17.25,56.75,43.25,20.55,19.69,0.58,43.49,,0.64,,,,28.99,21.06,0.2,185.33,183.67,755.6,0.03
2015-12-07 17:00:00,2015-12-07 18:00:00,53.2,164.75,1.82,8.6,5.8,22.28,14.2,3.26,7.02,0.44,1.3,,,,25.46,26.5,0.16,282.76,37.01,753.62,0.02
2015-12-07 18:00:00,2015-12-07 19:00:00,65.68,252.03,24.35,110.07,76.93,18.93,7.07,4.79,4.41,0.7,6.85,0.92,,,22.28,31.94,0.03,239.31,18.47,751.57,0.02
