From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C)
2010-01-01 00:00:00,2010-01-01 01:00:00,,,68.69,132.78,201.47,,3.2,1.21,5.76,54.66,135.43,13.12,27.44,18.92,11.7,84.33,0.37,51.97,100.76,957.94,0.2,,
2010-01-01 01:00:00,2010-01-01 02:00:00,,,12.42,65.33,77.75,,1.03,,1.87,32.16,53.57,5.64,10.21,3.36,11.5,83.7,0.42,79.32,114.72,956.52,0.2,,
2010-01-01 02:00:00,2010-01-01 03:00:00,,,7.48,40.04,47.51,,4.92,,1.76,16.63,20.68,0.33,1.04,,11.1,85.17,0.46,91.75,123.42,952.03,0.17,,
2010-01-01 03:00:00,2010-01-01 04:00:00,,,4.22,27.98,32.2,,5.59,,1.35,12.44,12.21,0.89,0.42,0.32,10.47,86.72,0.22,64.99,104.67,962.79,0.17,,
2010-01-01 04:00:00,2010-01-01 05:00:00,,,12.91,32.46,45.37,,5.57,,2.0,11.61,16.54,,0.77,,10.04,86.97,0.19,47.37,80.95,969.16,0.2,,
2010-01-01 05:00:00,2010-01-01 06:00:00,,,23.52,42.91,66.43,,4.95,1.53,2.67,16.47,15.69,,0.39,0.67,9.51,88.15,0.25,47.91,69.74,967.64,0.2,,
2010-01-01 06:00:00,2010-01-01 07:00:00,,,8.96,33.28,42.24,,2.21,2.15,2.1,13.63,14.26,,0.46,,9.27,87.94,0.25,94.78,70.01,968.35,0.17,,
2010-01-01 07:00:00,2010-01-01 08:00:00,,,12.16,33.53,45.7,,2.49,2.97,4.15,15.38,14.24,,1.47,0.28,9.22,88.1,0.29,65.44,94.0,964.12,0.17,,
2010-01-01 08:00:00,2010-01-01 09:00:00,,,26.27,43.6,69.87,,3.4,1.69,3.31,16.08,13.49,,0.54,0.47,10.66,83.26,0.61,58.27,170.73,964.59,0.2,,
2010-01-01 09:00:00,2010-01-01 10:00:00,,,34.29,87.36,121.65,,3.66,1.72,3.22,18.64,16.58,0.84,0.86,0.93,12.81,76.05,0.87,55.2,265.18,965.28,0.21,,
2010-01-01 10:00:00,2010-01-01 11:00:00,,,22.21,124.42,146.63,,1.77,2.13,5.26,13.91,15.6,,,1.12,14.79,68.82,1.34,80.47,266.61,968.12,0.2,,
2010-01-01 11:00:00,2010-01-01 12:00:00,,,16.64,76.84,93.48,,2.01,2.2,7.34,10.68,19.02,0.61,0.66,0.61,17.56,61.58,1.06,106.12,410.58,971.94,0.21,,
2010-01-01 12:00:00,2010-01-01 13:00:00,,,15.81,68.97,84.77,,1.73,,9.09,10.41,20.52,1.63,,,19.36,56.36,0.98,107.59,417.18,964.61,0.22,,
2010-01-01 13:00:00,2010-01-01 14:00:00,,,8.16,44.93,53.09,,1.56,,19.81,9.55,18.2,,,,20.83,48.97,0.61,122.95,405.88,962.58,0.22,,
2010-01-01 14:00:00,2010-01-01 15:00:00,,,5.63,31.76,37.39,,3.44,1.62,18.15,5.0,6.46,,0.16,0.24,21.75,44.07,0.62,136.12,422.32,963.83,0.22,,
2010-01-01 15:00:00,2010-01-01 16:00:00,,,6.3,33.27,39.58,,5.4,1.97,19.89,5.29,8.33,,0.32,0.47,21.47,45.18,0.38,150.89,288.49,961.93,0.22,,
2010-01-01 16:00:00,2010-01-01 17:00:00,,,5.32,31.22,36.54,,6.84,,14.67,4.8,15.49,,,8.54,20.42,46.76,0.18,169.96,146.85,957.03,0.21,,
2010-01-01 17:00:00,2010-01-01 18:00:00,,,16.68,54.01,70.69,,5.34,2.47,8.35,10.77,55.2,1.27,4.15,27.04,17.38,60.97,,157.33,74.83,951.83,0.2,,
2010-01-01 18:00:00,2010-01-01 19:00:00,,,43.9,93.45,137.35,,3.29,5.76,13.95,30.72,224.86,14.5,35.9,38.14,15.67,70.15,0.06,157.47,77.99,955.93,0.18,,
2010-01-01 19:00:00,2010-01-01 20:00:00,,,98.48,148.09,246.58,,4.16,8.49,18.72,63.99,237.43,23.71,61.76,34.02,15.07,74.94,0.2,242.67,42.25,962.17,0.18,,
2010-01-01 20:00:00,2010-01-01 21:00:00,,,78.42,150.44,228.86,,3.79,3.85,4.5,50.5,186.86,15.13,49.2,22.2,14.57,81.43,0.59,310.37,58.23,970.28,0.2,,
2010-01-01 21:00:00,2010-01-01 22:00:00,,,39.34,104.52,143.85,,2.57,,4.16,26.51,71.99,1.01,11.41,1.56,13.66,86.25,0.43,300.38,61.11,976.21,0.2,,
2010-01-01 22:00:00,2010-01-01 23:00:00,,,26.08,71.06,97.14,,3.54,,2.62,17.01,30.26,0.85,4.02,,12.66,88.18,0.56,314.26,97.83,971.67,0.18,,
2010-01-01 23:00:00,2010-01-02 00:00:00,,,20.63,59.07,79.7,,3.87,,2.17,12.75,15.35,0.68,,,11.9,89.21,0.39,297.28,80.41,967.51,0.18,,
2010-01-02 00:00:00,2010-01-02 01:00:00,,,15.33,44.08,59.41,,3.64,,2.25,13.96,11.07,,,,11.34,91.0,0.34,289.69,81.2,962.75,0.2,,
2010-01-02 01:00:00,2010-01-02 02:00:00,,,24.2,50.42,74.62,,3.3,1.09,2.04,13.92,11.11,,,,10.59,95.79,0.58,304.55,81.5,956.25,0.2,,
2010-01-02 02:00:00,2010-01-02 03:00:00,,,30.74,59.62,90.36,,4.07,2.07,2.31,11.58,7.43,,0.96,0.55,10.1,98.02,0.5,275.6,123.14,963.32,0.18,,
2010-01-02 03:00:00,2010-01-02 04:00:00,,,30.58,61.78,92.36,,3.51,2.3,1.64,9.56,4.94,,,,9.36,98.02,0.35,239.73,104.65,966.02,0.17,,
2010-01-02 04:00:00,2010-01-02 05:00:00,,,27.35,57.74,85.1,,2.48,,1.47,8.95,4.44,,0.27,0.11,9.45,98.03,0.51,197.89,98.69,965.4,0.2,,
2010-01-02 05:00:00,2010-01-02 06:00:00,,,17.66,46.65,64.31,,1.09,,0.89,7.25,1.62,,0.23,,9.39,98.04,0.47,145.28,89.73,959.29,0.2,,
2010-01-02 06:00:00,2010-01-02 07:00:00,,,14.53,41.48,56.01,,3.57,1.66,1.28,7.19,1.08,,,,9.66,98.01,0.47,193.16,110.07,953.19,0.17,,
2010-01-02 07:00:00,2010-01-02 08:00:00,,,20.65,48.72,69.37,,3.29,2.13,2.16,7.81,,,,,9.86,98.02,0.65,317.04,95.44,960.98,0.17,,
2010-01-02 08:00:00,2010-01-02 09:00:00,,,24.8,53.24,78.04,,3.38,1.08,3.18,8.73,3.5,,,,10.02,98.03,0.51,296.89,108.95,968.01,0.2,,
2010-01-02 09:00:00,2010-01-02 10:00:00,,,33.19,59.06,92.25,,3.14,,2.74,10.72,8.5,,0.36,0.26,9.97,98.05,0.52,268.36,131.82,974.23,0.2,,
2010-01-02 10:00:00,2010-01-02 11:00:00,,,47.91,85.75,133.66,,4.19,2.32,3.7,10.13,9.3,,0.39,0.34,10.53,98.04,0.52,259.38,176.48,962.56,0.18,,
2010-01-02 11:00:00,2010-01-02 12:00:00,,,37.94,106.33,144.27,,4.86,2.89,3.9,11.25,14.0,,0.4,0.46,11.47,94.1,0.63,337.73,209.29,959.58,0.18,,
2010-01-02 12:00:00,2010-01-02 13:00:00,,,27.09,102.25,129.34,,4.22,1.64,3.84,12.85,14.32,,,,12.72,86.04,0.65,277.94,247.08,964.26,0.2,,
2010-01-02 13:00:00,2010-01-02 14:00:00,,,17.06,82.24,99.29,,2.9,1.18,4.68,13.43,16.88,,,,14.24,79.33,0.69,310.42,361.98,961.5,0.21,,
2010-01-02 14:00:00,2010-01-02 15:00:00,,,19.14,88.36,107.49,,2.99,2.7,7.04,14.83,20.82,,0.49,0.89,15.16,75.76,0.78,303.5,321.99,964.92,0.2,,
2010-01-02 15:00:00,2010-01-02 16:00:00,,,17.59,86.44,104.03,,3.74,3.0,6.71,16.38,26.76,,0.78,1.32,15.26,75.15,0.59,296.4,222.59,965.89,0.19,,
2010-01-02 16:00:00,2010-01-02 17:00:00,,,16.45,73.53,89.99,,3.66,1.38,2.3,14.09,24.37,,1.11,,14.19,80.13,0.71,98.89,122.08,954.43,0.2,,
2010-01-02 17:00:00,2010-01-02 18:00:00,,,19.55,67.3,86.85,,2.95,1.02,3.1,10.19,15.24,,0.63,0.64,13.08,84.45,0.64,121.36,76.04,956.09,0.2,,
2010-01-02 18:00:00,2010-01-02 19:00:00,,,45.31,87.92,133.23,,5.07,2.64,4.81,12.85,20.58,,0.87,1.01,12.47,87.76,0.55,204.9,73.91,956.48,0.18,,
2010-01-02 19:00:00,2010-01-02 20:00:00,,,55.1,100.94,156.05,,5.49,3.41,4.53,14.96,26.93,0.79,5.93,0.68,11.34,92.3,0.76,31.0,82.87,967.26,0.18,,
2010-01-02 20:00:00,2010-01-02 21:00:00,,,45.51,84.3,129.8,,4.17,1.72,4.15,15.48,20.79,,3.03,0.95,10.22,96.09,0.42,95.93,73.82,977.52,0.2,,
2010-01-02 21:00:00,2010-01-02 22:00:00,,,59.7,94.5,154.19,,4.19,1.33,5.32,16.55,23.58,1.17,3.37,0.86,9.75,98.04,0.52,106.22,73.26,972.4,0.2,,
2010-01-02 22:00:00,2010-01-02 23:00:00,,,55.5,92.32,147.82,,3.86,1.96,3.47,13.48,22.88,0.88,1.14,0.87,9.78,98.03,0.36,109.96,66.78,973.87,0.18,,
2010-01-02 23:00:00,2010-01-03 00:00:00,,,55.19,95.7,150.89,,4.25,2.3,4.55,13.59,23.88,,0.97,,10.09,98.02,0.49,198.64,66.21,977.9,0.18,,
2010-01-03 00:00:00,2010-01-03 01:00:00,,,47.43,90.55,137.99,,5.15,,3.37,11.93,17.54,,0.61,0.95,10.39,98.03,0.32,149.88,66.38,981.69,0.2,,
2010-01-03 01:00:00,2010-01-03 02:00:00,,,42.49,86.09,128.57,,4.82,,3.11,11.63,14.47,0.86,0.7,0.42,10.45,98.05,0.54,141.55,66.5,980.51,0.2,,
2010-01-03 02:00:00,2010-01-03 03:00:00,,,27.32,67.97,95.29,,5.82,1.38,2.39,7.89,6.59,,,,10.32,98.02,0.4,71.44,66.9,968.85,0.18,,
2010-01-03 03:00:00,2010-01-03 04:00:00,,,26.55,63.83,90.38,,5.95,1.76,2.29,8.07,5.58,,0.3,0.27,10.3,98.02,0.37,240.68,29.54,964.21,0.17,,
2010-01-03 04:00:00,2010-01-03 05:00:00,,,33.98,69.37,103.35,,5.18,,3.17,7.15,4.12,,0.23,0.18,10.56,97.84,0.63,103.42,27.48,965.14,0.2,,
2010-01-03 05:00:00,2010-01-03 06:00:00,,,41.0,83.34,124.34,,4.87,,3.92,9.42,11.87,,0.45,0.36,10.95,95.47,0.89,77.38,25.83,968.07,0.2,,
2010-01-03 06:00:00,2010-01-03 07:00:00,,,23.63,65.79,89.42,,5.49,1.15,2.5,8.29,9.62,0.73,0.52,0.61,10.7,95.37,1.19,87.76,41.89,961.45,0.18,,
2010-01-03 07:00:00,2010-01-03 08:00:00,,,21.71,54.32,76.03,,5.85,1.96,3.38,7.5,4.42,,0.44,0.24,10.71,96.48,0.62,183.87,53.53,969.08,0.18,,
2010-01-03 08:00:00,2010-01-03 09:00:00,,,27.97,68.09,96.05,,6.7,1.22,4.56,14.88,11.92,,,,11.21,95.2,1.45,249.98,126.68,970.2,0.2,,
2010-01-03 09:00:00,2010-01-03 10:00:00,,,30.42,96.23,126.65,,5.7,1.17,4.8,13.57,12.2,,0.55,0.42,13.15,82.57,1.29,136.03,198.84,971.92,0.21,,
2010-01-03 10:00:00,2010-01-03 11:00:00,,,27.34,95.84,123.18,,4.76,2.11,4.67,14.88,16.36,,1.26,0.69,14.46,76.84,0.86,93.88,219.62,970.99,0.2,,
2010-01-03 11:00:00,2010-01-03 12:00:00,,,10.71,73.8,84.51,,4.57,2.75,5.65,15.34,17.22,,0.67,0.96,14.8,75.74,1.21,90.44,191.28,971.36,0.19,,
2010-01-03 12:00:00,2010-01-03 13:00:00,,,8.48,48.2,56.67,,3.95,1.31,6.97,16.67,24.13,,1.24,0.93,15.21,75.73,1.65,92.85,213.38,967.06,0.21,,
2010-01-03 13:00:00,2010-01-03 14:00:00,,,7.28,34.21,41.49,,3.81,,5.31,16.64,13.6,,0.68,0.5,14.61,82.53,0.9,107.49,134.52,962.38,0.21,,
2010-01-03 14:00:00,2010-01-03 15:00:00,,,5.4,24.54,29.94,,4.04,1.07,3.25,11.46,9.75,,,,14.15,85.48,0.44,138.39,158.88,961.11,0.19,,
2010-01-03 15:00:00,2010-01-03 16:00:00,,,6.2,28.68,34.88,,3.73,1.55,3.79,5.72,6.89,,0.25,0.52,14.09,88.15,1.41,197.55,105.91,979.68,0.18,,
2010-01-03 16:00:00,2010-01-03 17:00:00,,,7.7,34.36,42.06,,3.24,,1.76,4.58,15.84,,0.39,0.54,14.77,92.68,1.6,193.01,42.19,985.61,0.2,,
2010-01-03 17:00:00,2010-01-03 18:00:00,,,5.57,26.02,31.59,,2.62,1.14,2.6,3.92,13.78,,1.2,9.51,14.6,93.89,1.51,188.13,27.1,984.2,0.2,,
2010-01-03 18:00:00,2010-01-03 19:00:00,,,7.99,34.14,42.13,,4.56,2.23,4.11,3.61,13.08,,1.69,4.09,13.87,92.91,1.71,194.95,20.46,969.52,0.18,,
2010-01-03 19:00:00,2010-01-03 20:00:00,,,11.87,39.62,51.5,,3.94,3.3,3.41,5.05,14.46,,0.34,1.01,12.26,92.75,0.73,207.62,10.09,961.84,0.18,,
2010-01-03 20:00:00,2010-01-03 21:00:00,,,16.53,41.56,58.09,,4.2,2.5,4.48,7.63,15.42,,1.2,0.69,11.73,93.61,0.08,165.14,10.04,955.41,0.2,,
2010-01-03 21:00:00,2010-01-03 22:00:00,,,27.21,49.31,76.52,,3.74,1.28,7.3,8.76,24.08,,0.82,0.75,11.45,95.3,0.14,125.91,11.96,959.75,0.2,,
2010-01-03 22:00:00,2010-01-03 23:00:00,,,15.89,37.91,53.8,,4.55,1.84,3.61,7.35,12.44,,,,11.51,96.63,0.26,129.12,8.68,959.11,0.18,,
2010-01-03 23:00:00,2010-01-04 00:00:00,,,9.56,32.46,42.02,,4.21,1.91,1.76,7.12,7.17,,0.18,0.23,11.48,96.28,0.59,107.87,5.63,957.46,0.18,,
2010-01-04 00:00:00,2010-01-04 01:00:00,,,4.25,20.36,24.61,,3.74,,1.57,4.75,2.46,,0.35,0.45,11.03,96.05,0.89,105.3,6.09,946.25,0.2,,
2010-01-04 01:00:00,2010-01-04 02:00:00,,,3.59,14.61,18.2,,3.03,,1.27,3.55,1.18,,0.35,0.18,10.9,97.57,0.6,119.15,6.97,959.56,0.2,,
2010-01-04 02:00:00,2010-01-04 03:00:00,,,2.36,9.96,12.33,,2.91,1.55,1.55,2.19,0.73,,0.11,0.08,10.39,97.73,0.41,153.79,6.33,957.99,0.18,,
2010-01-04 03:00:00,2010-01-04 04:00:00,,,2.45,8.74,11.18,,2.94,2.29,2.1,1.68,,,0.08,,10.11,96.23,0.54,173.15,5.75,961.14,0.17,,
2010-01-04 04:00:00,2010-01-04 05:00:00,,,3.03,9.98,13.01,,2.8,1.16,2.44,1.94,0.15,,,,9.9,95.51,0.49,165.7,6.07,960.76,0.19,,
2010-01-04 05:00:00,2010-01-04 06:00:00,,,2.91,6.93,9.84,,2.14,,2.99,1.8,0.66,,,,9.83,94.56,0.37,157.08,6.98,960.54,0.2,,
2010-01-04 06:00:00,2010-01-04 07:00:00,,,3.2,9.68,12.88,,2.35,1.06,3.19,1.73,,,,,9.78,94.34,0.48,154.1,7.33,965.94,0.18,,
2010-01-04 07:00:00,2010-01-04 08:00:00,,,2.71,11.65,14.36,,2.09,2.02,3.33,2.69,,,,,9.88,94.04,0.51,138.21,13.89,980.92,0.17,,
2010-01-04 08:00:00,2010-01-04 09:00:00,,,8.04,21.77,29.8,,1.99,1.05,2.76,3.12,0.62,,,,10.06,91.09,0.47,138.32,35.86,982.42,0.19,,
2010-01-04 09:00:00,2010-01-04 10:00:00,,,12.98,34.91,47.88,,2.41,1.04,3.03,2.65,1.35,,0.37,0.53,9.51,90.13,0.84,167.06,63.3,980.62,0.2,,
2010-01-04 10:00:00,2010-01-04 11:00:00,,,15.16,42.16,57.32,,3.39,2.1,3.31,3.7,1.42,,1.34,,9.8,89.99,0.55,155.69,79.93,973.85,0.18,,
2010-01-04 11:00:00,2010-01-04 12:00:00,,,16.57,48.07,64.63,,3.18,3.0,4.08,4.48,3.53,,,,10.77,87.08,0.62,151.71,116.27,963.34,0.18,,
2010-01-04 12:00:00,2010-01-04 13:00:00,,,8.5,41.74,50.23,,2.61,1.67,6.13,3.87,3.66,,,,11.86,83.01,0.69,170.16,164.83,959.36,0.2,,
2010-01-04 13:00:00,2010-01-04 14:00:00,,,6.8,28.36,35.17,,1.56,,8.06,3.49,0.95,,0.3,0.07,12.73,78.87,0.64,143.43,188.84,958.35,0.21,,
2010-01-04 14:00:00,2010-01-04 15:00:00,,,5.68,23.65,29.34,,1.39,1.7,8.96,3.12,1.75,,1.65,,13.41,76.52,0.99,128.01,189.51,955.4,0.19,,
2010-01-04 15:00:00,2010-01-04 16:00:00,,,8.77,30.53,39.31,,1.12,2.5,7.77,3.99,2.71,,0.11,,13.27,75.84,1.24,121.14,129.55,978.47,0.19,,
2010-01-04 16:00:00,2010-01-04 17:00:00,,,12.12,37.45,49.57,,2.05,1.43,5.98,4.03,6.44,,,,12.84,77.19,0.84,119.93,62.72,971.26,0.2,,
2010-01-04 17:00:00,2010-01-04 18:00:00,,,14.36,43.42,57.78,,1.72,,4.17,4.25,4.74,,,,12.39,80.07,0.61,146.02,14.44,962.2,0.2,,
2010-01-04 18:00:00,2010-01-04 19:00:00,,,14.8,46.83,61.62,,1.31,1.63,3.93,3.88,3.06,,0.11,0.15,11.93,81.73,0.58,158.13,11.1,971.4,0.18,,
2010-01-04 19:00:00,2010-01-04 20:00:00,,,6.78,38.72,45.5,,1.05,2.87,4.41,4.66,3.06,,0.34,,11.98,83.4,0.35,138.68,11.05,963.32,0.18,,
2010-01-04 20:00:00,2010-01-04 21:00:00,,,5.67,27.23,32.9,,1.17,1.91,3.92,6.57,6.22,,0.94,0.03,11.82,87.81,0.42,133.02,13.5,963.88,0.19,,
2010-01-04 21:00:00,2010-01-04 22:00:00,,,6.61,25.56,32.17,,0.87,,2.65,6.59,6.37,,0.18,0.25,11.33,91.11,0.42,121.31,67.62,967.56,0.2,,
2010-01-04 22:00:00,2010-01-04 23:00:00,,,5.41,22.89,28.3,,0.28,1.67,2.47,5.78,5.48,,,0.78,10.78,93.05,0.58,119.29,75.32,964.01,0.18,,
2010-01-04 23:00:00,2010-01-05 00:00:00,,,4.1,17.57,21.66,,0.09,2.18,3.11,5.42,3.1,,,,10.86,92.78,0.45,125.47,52.55,955.38,0.17,,
2010-01-05 00:00:00,2010-01-05 01:00:00,,,3.12,12.17,15.29,,0.12,1.0,3.83,4.6,2.0,,,,10.45,93.3,0.74,111.43,42.38,960.07,0.19,,
2010-01-05 01:00:00,2010-01-05 02:00:00,,,3.27,12.18,15.42,,0.07,,3.57,3.11,0.72,,,,10.14,93.8,0.96,109.98,36.26,969.43,0.2,,
2010-01-05 02:00:00,2010-01-05 03:00:00,,,3.46,12.04,15.5,,0.49,1.52,3.49,3.09,0.8,,,,9.45,95.79,1.32,100.07,34.06,963.04,0.18,,
2010-01-05 03:00:00,2010-01-05 04:00:00,,,3.28,11.94,15.23,,0.47,2.41,3.24,3.22,0.27,,0.09,,9.25,97.33,0.6,105.56,37.39,949.31,0.17,,
2010-01-05 04:00:00,2010-01-05 05:00:00,,,4.19,13.55,17.74,,0.56,1.22,3.06,3.8,1.09,,,,9.45,96.11,0.78,109.8,38.39,944.16,0.19,,
2010-01-05 05:00:00,2010-01-05 06:00:00,,,2.68,9.52,12.2,,0.78,,3.43,2.9,0.35,,,,9.67,97.91,0.55,119.35,18.63,946.15,0.2,,
2010-01-05 06:00:00,2010-01-05 07:00:00,,,3.01,10.27,13.28,,0.03,1.61,3.64,3.06,0.6,0.66,0.08,,9.86,96.67,0.52,127.82,13.35,955.26,0.18,,
2010-01-05 07:00:00,2010-01-05 08:00:00,,,3.84,14.54,18.38,,0.1,2.59,4.83,3.1,,,,,10.11,94.33,0.62,114.58,23.07,964.0,0.17,,
2010-01-05 08:00:00,2010-01-05 09:00:00,,,8.83,26.22,35.05,,0.14,1.62,4.07,4.6,0.3,,,,10.39,92.02,0.78,107.44,64.19,955.92,0.19,,
2010-01-05 09:00:00,2010-01-05 10:00:00,,,13.95,37.24,51.2,,0.23,,5.58,3.31,1.24,,0.12,0.06,10.95,89.06,0.98,118.19,119.25,961.96,0.2,,
2010-01-05 10:00:00,2010-01-05 11:00:00,,,15.43,46.09,61.52,,0.62,1.46,4.84,4.99,1.45,,0.11,0.04,11.95,84.59,0.97,119.07,232.4,954.44,0.19,,
2010-01-05 11:00:00,2010-01-05 12:00:00,,,16.8,49.99,66.8,,0.65,2.43,5.48,5.45,8.83,,,0.56,12.97,80.09,1.02,124.91,305.28,961.87,0.19,,
2010-01-05 12:00:00,2010-01-05 13:00:00,,,14.68,48.63,63.32,,0.39,1.63,7.62,5.81,13.07,,0.21,0.54,14.31,73.12,1.17,112.76,435.38,967.69,0.21,,
2010-01-05 13:00:00,2010-01-05 14:00:00,,,13.48,48.63,62.09,,0.22,,9.78,4.83,12.01,,,,16.36,64.9,0.91,151.84,409.97,967.88,0.22,,
2010-01-05 14:00:00,2010-01-05 15:00:00,,,10.44,38.71,49.15,,,2.81,15.73,0.08,0.14,,,,17.65,58.23,0.59,169.56,353.34,963.81,0.21,,
2010-01-05 15:00:00,2010-01-05 16:00:00,,,6.59,24.16,30.75,,2.08,,13.88,3.25,5.31,,0.23,0.48,17.65,58.72,0.79,173.4,245.2,981.4,0.21,,
2010-01-05 16:00:00,2010-01-05 17:00:00,,,6.64,31.42,38.05,,1.94,1.36,12.68,3.75,8.12,,0.21,0.46,16.83,61.55,0.44,143.78,113.78,980.73,0.21,,
2010-01-05 17:00:00,2010-01-05 18:00:00,,,9.87,37.53,47.4,,1.76,2.3,6.09,4.15,10.08,,0.62,1.1,14.95,70.29,0.07,134.25,38.3,980.44,0.2,,
2010-01-05 18:00:00,2010-01-05 19:00:00,,,30.67,53.82,84.49,,1.94,2.36,5.56,8.84,24.37,0.57,1.23,1.64,13.19,79.65,0.01,206.44,28.97,981.17,0.19,,
2010-01-05 19:00:00,2010-01-05 20:00:00,,,70.23,86.03,156.26,,0.11,3.53,9.37,33.83,80.63,7.41,12.55,4.41,12.89,83.05,,292.99,44.28,981.73,0.2,,
2010-01-05 20:00:00,2010-01-05 21:00:00,,,114.1,124.88,238.97,,1.14,5.62,10.48,72.96,161.93,10.79,43.87,12.59,11.89,88.97,,18.1,32.08,982.38,0.2,,
2010-01-05 21:00:00,2010-01-05 22:00:00,,,148.33,168.17,316.51,,4.07,6.65,8.81,77.55,162.88,26.11,72.02,39.45,11.95,88.58,0.11,59.55,31.13,982.83,0.18,,
2010-01-05 22:00:00,2010-01-05 23:00:00,,,174.64,200.12,374.76,,5.41,5.53,8.86,95.33,180.58,32.23,78.12,49.06,11.26,91.82,,,24.38,982.94,0.18,,
2010-01-05 23:00:00,2010-01-06 00:00:00,,,211.96,242.88,454.85,,5.51,5.15,10.53,100.47,264.48,33.52,106.47,45.14,11.15,93.45,0.14,216.64,26.47,982.98,0.2,,
2010-01-06 00:00:00,2010-01-06 01:00:00,,,150.96,222.17,373.13,,5.17,2.52,9.18,85.15,298.61,33.48,89.99,48.0,11.19,94.43,0.1,228.48,27.17,982.7,0.2,,
2010-01-06 01:00:00,2010-01-06 02:00:00,,,150.69,221.79,372.49,,6.49,2.75,7.18,61.19,217.97,18.23,56.45,18.5,11.48,92.35,0.21,223.05,22.03,982.61,0.18,,
2010-01-06 02:00:00,2010-01-06 03:00:00,,,124.12,204.94,329.07,,7.0,,5.0,46.35,181.65,15.36,45.51,12.98,10.71,93.26,0.31,71.04,21.86,982.26,0.18,,
2010-01-06 03:00:00,2010-01-06 04:00:00,,,172.8,227.05,399.85,,7.52,,5.35,35.94,122.03,8.11,20.98,10.53,9.93,96.21,0.21,57.08,28.15,981.97,0.2,,
2010-01-06 04:00:00,2010-01-06 05:00:00,,,161.84,229.94,391.79,,7.8,,4.89,35.28,111.75,4.78,25.26,7.05,10.07,97.58,0.26,49.89,29.02,982.56,0.2,,
2010-01-06 05:00:00,2010-01-06 06:00:00,,,139.86,208.98,348.84,,7.91,,3.98,29.98,82.58,4.43,18.18,5.94,10.23,97.93,0.11,34.5,19.88,983.08,0.18,,
2010-01-06 06:00:00,2010-01-06 07:00:00,,,140.66,203.41,344.07,,8.8,1.14,4.15,30.04,89.19,4.62,11.49,7.27,10.17,97.98,,,20.59,983.07,0.18,,
2010-01-06 07:00:00,2010-01-06 08:00:00,,,163.15,216.42,379.57,,4.8,1.31,7.39,30.94,94.04,7.77,25.5,5.22,10.84,98.03,,31.59,47.7,983.66,0.2,,
2010-01-06 08:00:00,2010-01-06 09:00:00,,,172.5,236.61,409.11,,6.99,1.97,6.71,41.22,95.37,8.74,29.72,11.99,12.25,96.84,0.12,162.87,110.1,984.52,0.2,,
2010-01-06 09:00:00,2010-01-06 10:00:00,,,78.66,184.53,263.19,,7.31,,1.74,22.79,61.36,4.3,15.99,1.91,13.65,84.59,0.46,184.35,202.83,985.19,0.2,,
2010-01-06 10:00:00,2010-01-06 11:00:00,,,64.88,169.99,234.87,,6.88,,3.33,15.16,38.47,1.7,4.83,1.3,15.06,73.74,0.42,290.02,219.51,985.36,0.21,,
2010-01-06 11:00:00,2010-01-06 12:00:00,,,47.66,228.51,276.17,,4.63,,5.64,11.1,28.85,0.71,1.94,0.98,16.09,69.32,0.78,313.39,275.18,984.9,0.23,,
2010-01-06 12:00:00,2010-01-06 13:00:00,,,11.27,81.11,92.38,,1.06,,10.97,5.89,10.88,,0.27,0.79,17.3,64.66,0.45,284.97,303.17,984.07,0.23,,
2010-01-06 13:00:00,2010-01-06 14:00:00,,,12.74,74.03,86.77,,2.26,,14.42,6.81,10.13,,0.21,0.32,17.72,66.06,0.51,213.11,212.18,982.8,0.22,,
2010-01-06 14:00:00,2010-01-06 15:00:00,,,15.76,81.22,96.97,,3.62,1.15,9.91,19.36,61.61,0.97,3.4,1.75,16.82,72.73,1.28,196.29,174.63,982.75,0.21,,
2010-01-06 15:00:00,2010-01-06 16:00:00,,,18.5,79.56,98.06,,4.69,,8.63,15.33,73.64,0.22,1.39,1.63,16.89,73.09,1.19,207.05,131.92,982.36,0.21,,
2010-01-06 16:00:00,2010-01-06 17:00:00,,,16.32,72.01,88.33,,3.11,,5.14,11.53,37.25,,3.16,,16.35,75.57,0.86,213.42,67.53,982.43,0.22,,
2010-01-06 17:00:00,2010-01-06 18:00:00,,,35.6,75.2,110.8,,3.96,1.14,8.25,12.46,37.91,,4.84,2.04,14.99,83.04,0.16,197.6,17.0,982.51,0.2,,
2010-01-06 18:00:00,2010-01-06 19:00:00,,,55.7,81.88,137.59,,5.59,3.44,11.61,25.77,120.23,4.64,21.11,9.19,13.54,90.21,0.02,179.85,9.19,982.89,0.19,,
2010-01-06 19:00:00,2010-01-06 20:00:00,,,65.02,96.68,161.7,,6.95,2.19,7.16,29.55,165.83,7.35,25.81,6.56,12.87,91.07,0.09,185.83,9.45,983.67,0.2,,
